"study","condition.name","outcome.name","variant","variant_n_prompts","page_idx","page_text"
"KuruB67","C3","vote_choice",2,64,3,"> If the election were held tomorrow and it was between Hillary Clinton and Donald Trump, which candidate do you think would win and become the next President of the U.S.?
> Please choose a number from 1 (Clinton is much more likely to win) to 7 (Trump is much more likely to win)

You choose: '"
"KuruB67","C4","vote_choice",1,56,1,"> Now you will be provided with an online news story that reports the results of two recent election polls. It is a recently captured screenshot of a brief report from the website of a news organization. Please carefully read the report and then answer the related questions in the following page."
"KuruB67","C4","vote_choice",1,56,2,"> Trump leads in one poll; Clinton leads in another
> 
> Washington. Recent polls have started to focus on Hillary Clinton and Donald Trump's electoral support at the national level as they are the two most likely candidates to compete in the general election. One poll by KnowPolitics suggests that Trump is ahead of Clinton, but another poll by Public-Metrics shows higher support for Clinton than Trump.
> Trump's ahead. In a poll conducted by KnowPolitics this week, 48% of respondents said they would vote for Trump compared to only 44% for Clinton, with the rest of respondents undecided. The margin of error for this result is +6%. The poll was conducted with a set of online news consumers, and the response rate was 5%. The final sample size of the survey was 437 adults, with 175 Republicans, 189 Democrats, and 73 Independents.
> Or maybe Clinton is. But also this week, a poll by Public-Metrics reported that Clinton would win the 49% of support in contrast to only 43% who support Trump, the rest of respondents were undecided. The margin of error for this second poll is ±2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 21%. The final sample size of the survey was 1654 adults, with 611 Republicans, 678 Democrats, and 365 Independents."
"KuruB67","C4","vote_choice",1,56,3,"> If the election were held tomorrow and it was between Hillary Clinton and Donald Trump, which candidate do you think would win and become the next President of the U.S.?
> Please choose a number from 1 (Clinton is much more likely to win) to 7 (Trump is much more likely to win)

Participant X chooses: '"
"KuruB67","C4","vote_choice",2,64,1,"> Now you will be provided with an online news story that reports the results of two recent election polls. It is a recently captured screenshot of a brief report from the website of a news organization. Please carefully read the report and then answer the related questions in the following page."
"KuruB67","C4","vote_choice",2,64,2,"> Trump leads in one poll; Clinton leads in another
> 
> Washington. Recent polls have started to focus on Hillary Clinton and Donald Trump's electoral support at the national level as they are the two most likely candidates to compete in the general election. One poll by KnowPolitics suggests that Trump is ahead of Clinton, but another poll by Public-Metrics shows higher support for Clinton than Trump.
> Trump's ahead. In a poll conducted by KnowPolitics this week, 48% of respondents said they would vote for Trump compared to only 44% for Clinton, with the rest of respondents undecided. The margin of error for this result is +6%. The poll was conducted with a set of online news consumers, and the response rate was 5%. The final sample size of the survey was 437 adults, with 175 Republicans, 189 Democrats, and 73 Independents.
> Or maybe Clinton is. But also this week, a poll by Public-Metrics reported that Clinton would win the 49% of support in contrast to only 43% who support Trump, the rest of respondents were undecided. The margin of error for this second poll is ±2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 21%. The final sample size of the survey was 1654 adults, with 611 Republicans, 678 Democrats, and 365 Independents."
"KuruB67","C4","vote_choice",2,64,3,"> If the election were held tomorrow and it was between Hillary Clinton and Donald Trump, which candidate do you think would win and become the next President of the U.S.?
> Please choose a number from 1 (Clinton is much more likely to win) to 7 (Trump is much more likely to win)

You choose: '"
"KuruB67","C5","vote_choice",1,56,1,"> Now you will be provided with an online news story that reports the results of two recent election polls. It is a recently captured screenshot of a brief report from the website of a news organization. Please carefully read the report and then answer the related questions in the following page."
"KuruB67","C5","vote_choice",1,56,2,"> Clinton leads in one poll; Trump leads in another
> 
> Washington. Recent polls have started to focus on Hillary Clinton and Donald Trump's electoral support at the national level as they are the two most likely candidates to compete in the general election. One poll by KnowPolitics suggests that Clinton is ahead of Trump, but another poll by Public-Metrics shows higher support for Trump than Clinton.
> Clinton's ahead. In a poll conducted by KnowPolitics this week, 48% of respondents said they would vote for Clinton compared to only 44% for Trump, with the rest of respondents undecided. The margin of error for this result is ±6%. The poll was conducted with a set of online news consumers, and the response rate was 5%. The final sample size of the survey was 437 adults, with 175 Republicans, 189 Democrats, and 73 Independents.
> Or maybe Trump is. But also this week, a poll by Public-Metrics reported that Trump would win the 49% of support in contrast to only 43% who support Clinton, the rest of respondents were undecided. The margin of error for this second poll is ±2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 21%. The final sample size of the survey was 1654 adults, with 611 Republicans, 678 Democrats, and 365 Independents."
"KuruB67","C5","vote_choice",1,56,3,"> If the election were held tomorrow and it was between Hillary Clinton and Donald Trump, which candidate do you think would win and become the next President of the U.S.?
> Please choose a number from 1 (Clinton is much more likely to win) to 7 (Trump is much more likely to win)

Participant X chooses: '"
"KuruB67","C5","vote_choice",2,64,1,"> Now you will be provided with an online news story that reports the results of two recent election polls. It is a recently captured screenshot of a brief report from the website of a news organization. Please carefully read the report and then answer the related questions in the following page."
"KuruB67","C5","vote_choice",2,64,2,"> Clinton leads in one poll; Trump leads in another
> 
> Washington. Recent polls have started to focus on Hillary Clinton and Donald Trump's electoral support at the national level as they are the two most likely candidates to compete in the general election. One poll by KnowPolitics suggests that Clinton is ahead of Trump, but another poll by Public-Metrics shows higher support for Trump than Clinton.
> Clinton's ahead. In a poll conducted by KnowPolitics this week, 48% of respondents said they would vote for Clinton compared to only 44% for Trump, with the rest of respondents undecided. The margin of error for this result is ±6%. The poll was conducted with a set of online news consumers, and the response rate was 5%. The final sample size of the survey was 437 adults, with 175 Republicans, 189 Democrats, and 73 Independents.
> Or maybe Trump is. But also this week, a poll by Public-Metrics reported that Trump would win the 49% of support in contrast to only 43% who support Clinton, the rest of respondents were undecided. The margin of error for this second poll is ±2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 21%. The final sample size of the survey was 1654 adults, with 611 Republicans, 678 Democrats, and 365 Independents."
"KuruB67","C5","vote_choice",2,64,3,"> If the election were held tomorrow and it was between Hillary Clinton and Donald Trump, which candidate do you think would win and become the next President of the U.S.?
> Please choose a number from 1 (Clinton is much more likely to win) to 7 (Trump is much more likely to win)

You choose: '"
"KuruB67","C6","vote_choice",1,56,1,"> Now you will be provided with an online news story that reports the results of two recent election polls. It is a recently captured screenshot of a brief report from the website of a news organization. Please carefully read the report and then answer the related questions in the following page."
"KuruB67","C6","vote_choice",1,56,2,"> Polls indicate that Clinton is ahead of Trump
> 
> Washington. Recent polls have started to focus on Hillary Clinton and Donald Trump's electoral support at the national level as they are the two most likely candidates to compete in the general election. One poll by KnowPolitics suggests that Clinton is ahead of Trump, and another poll by Public-Metrics shows higher support for Clinton as well.
> Clinton's ahead. In a poll conducted by KnowPolitics this week, 48% of respondents said they would vote for Clinton compared to only 44% for Trump, with the rest of respondents undecided. The margin of error for this result is ±6%. The poll was conducted with a set of online news consumers, and the response rate was 5%. 437 adults, with 175 Republicans, 189 Democrats, and 73 Independents.
> Similar trend. Also this week, a poll by Public-Metrics reported that Clinton would win the 49% of support in contrast to only 43% who support Trump, the rest of respondents were undecided. The margin of error for this second poll is +2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 21%. The final sample size of the survey was 1654 adults, with 611 Republicans, 678 Democrats, and 365 Independents.
> Commentary. George Anderson, a polling expert affiliated with the National Council on Public Polls, cautioned against making conclusive judgments by relying on the results of the KnowPolitics poll, the first one reported above. He pointed out that, ""For one, the sample size is small, and it is not very representative. The margin of error in the KnowPolitics poll is large, so its finding is not reliable."" In contrast, Anderson praised the Public-Metrics poll which showed a Clinton lead as well. He said its results should be more reliable due to its higher quality on these methodological aspects."
"KuruB67","C6","vote_choice",1,56,3,"> If the election were held tomorrow and it was between Hillary Clinton and Donald Trump, which candidate do you think would win and become the next President of the U.S.?
> Please choose a number from 1 (Clinton is much more likely to win) to 7 (Trump is much more likely to win)

Participant X chooses: '"
"KuruB67","C6","vote_choice",2,64,1,"> Now you will be provided with an online news story that reports the results of two recent election polls. It is a recently captured screenshot of a brief report from the website of a news organization. Please carefully read the report and then answer the related questions in the following page."
"KuruB67","C6","vote_choice",2,64,2,"> Polls indicate that Clinton is ahead of Trump
> 
> Washington. Recent polls have started to focus on Hillary Clinton and Donald Trump's electoral support at the national level as they are the two most likely candidates to compete in the general election. One poll by KnowPolitics suggests that Clinton is ahead of Trump, and another poll by Public-Metrics shows higher support for Clinton as well.
> Clinton's ahead. In a poll conducted by KnowPolitics this week, 48% of respondents said they would vote for Clinton compared to only 44% for Trump, with the rest of respondents undecided. The margin of error for this result is ±6%. The poll was conducted with a set of online news consumers, and the response rate was 5%. 437 adults, with 175 Republicans, 189 Democrats, and 73 Independents.
> Similar trend. Also this week, a poll by Public-Metrics reported that Clinton would win the 49% of support in contrast to only 43% who support Trump, the rest of respondents were undecided. The margin of error for this second poll is +2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 21%. The final sample size of the survey was 1654 adults, with 611 Republicans, 678 Democrats, and 365 Independents.
> Commentary. George Anderson, a polling expert affiliated with the National Council on Public Polls, cautioned against making conclusive judgments by relying on the results of the KnowPolitics poll, the first one reported above. He pointed out that, ""For one, the sample size is small, and it is not very representative. The margin of error in the KnowPolitics poll is large, so its finding is not reliable."" In contrast, Anderson praised the Public-Metrics poll which showed a Clinton lead as well. He said its results should be more reliable due to its higher quality on these methodological aspects."
"KuruB67","C6","vote_choice",2,64,3,"> If the election were held tomorrow and it was between Hillary Clinton and Donald Trump, which candidate do you think would win and become the next President of the U.S.?
> Please choose a number from 1 (Clinton is much more likely to win) to 7 (Trump is much more likely to win)

You choose: '"
"KuruB67","C7","vote_choice",1,56,1,"> Now you will be provided with an online news story that reports the results of two recent election polls. It is a recently captured screenshot of a brief report from the website of a news organization. Please carefully read the report and then answer the related questions in the following page."
"KuruB67","C7","vote_choice",1,56,2,"> Polls indicate that Trump is ahead of Clinton
> 
> Washington. Recent polls have started to focus on Hillary Clinton and Donald Trump's electoral support at the national level as they are the two most likely candidates to compete in the general election. One poll by KnowPolitics suggests that Trump is ahead of Clinton, and another poll by Public-Metrics shows higher support for Trump as well.
> Trump's ahead. In a poll conducted by KnowPolitics this week, 48% of respondents said they would vote for Trump compared to only 44% for Clinton, with the rest of respondents undecided. The margin of error for this result is +6%. The poll was conducted with a set of online news consumers, and the response rate was 5%. The final sample size of the survey was 437 adults, with 175 Republicans, 189 Democrats, and 73 Independents.
> Similar trend. Also this week, a poll by Public-Metrics reported that Trump would win the 49% of support in contrast to only 43% who support Clinton, the rest of respondents were undecided. The margin of error for this second poll is ±2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 21%. The final sample size of the survey was 1654 adults, with 611 Republicans, 678 Democrats, and 365 Independents.
> Commentary. George Anderson, a polling expert affiliated with the National Council on Public Polls, cautioned against making conclusive judgments by relying on the results of the KnowPolitics poll, the first one reported above. He pointed out that, ""For one, the sample size is small, and it is not very representative. The margin of error in the KnowPolitics poll is large, so its finding is not reliable."" In contrast, Anderson praised the Public-Metrics poll which showed a Trump lead as well. He said its results should be more reliable due to its higher quality on these methodological aspects."
"KuruB67","C7","vote_choice",1,56,3,"> If the election were held tomorrow and it was between Hillary Clinton and Donald Trump, which candidate do you think would win and become the next President of the U.S.?
> Please choose a number from 1 (Clinton is much more likely to win) to 7 (Trump is much more likely to win)

Participant X chooses: '"
"KuruB67","C7","vote_choice",2,64,1,"> Now you will be provided with an online news story that reports the results of two recent election polls. It is a recently captured screenshot of a brief report from the website of a news organization. Please carefully read the report and then answer the related questions in the following page."
"KuruB67","C7","vote_choice",2,64,2,"> Polls indicate that Trump is ahead of Clinton
> 
> Washington. Recent polls have started to focus on Hillary Clinton and Donald Trump's electoral support at the national level as they are the two most likely candidates to compete in the general election. One poll by KnowPolitics suggests that Trump is ahead of Clinton, and another poll by Public-Metrics shows higher support for Trump as well.
> Trump's ahead. In a poll conducted by KnowPolitics this week, 48% of respondents said they would vote for Trump compared to only 44% for Clinton, with the rest of respondents undecided. The margin of error for this result is +6%. The poll was conducted with a set of online news consumers, and the response rate was 5%. The final sample size of the survey was 437 adults, with 175 Republicans, 189 Democrats, and 73 Independents.
> Similar trend. Also this week, a poll by Public-Metrics reported that Trump would win the 49% of support in contrast to only 43% who support Clinton, the rest of respondents were undecided. The margin of error for this second poll is ±2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 21%. The final sample size of the survey was 1654 adults, with 611 Republicans, 678 Democrats, and 365 Independents.
> Commentary. George Anderson, a polling expert affiliated with the National Council on Public Polls, cautioned against making conclusive judgments by relying on the results of the KnowPolitics poll, the first one reported above. He pointed out that, ""For one, the sample size is small, and it is not very representative. The margin of error in the KnowPolitics poll is large, so its finding is not reliable."" In contrast, Anderson praised the Public-Metrics poll which showed a Trump lead as well. He said its results should be more reliable due to its higher quality on these methodological aspects."
"KuruB67","C7","vote_choice",2,64,3,"> If the election were held tomorrow and it was between Hillary Clinton and Donald Trump, which candidate do you think would win and become the next President of the U.S.?
> Please choose a number from 1 (Clinton is much more likely to win) to 7 (Trump is much more likely to win)

You choose: '"
"KuruB67","C8","vote_choice",1,56,1,"> Now you will be provided with an online news story that reports the results of two recent election polls. It is a recently captured screenshot of a brief report from the website of a news organization. Please carefully read the report and then answer the related questions in the following page."
"KuruB67","C8","vote_choice",1,56,2,"> Clinton leads in one poll; Trump leads in another
> 
> Washington. Recent polls have started to focus on Hillary Clinton and Donald Trump's electoral support at the national level as they are the two most likely candidates to compete in the general election. One poll by KnowPolitics suggests that Clinton is ahead of Trump, but another poll by Public-Metrics shows higher support for Trump than Clinton.
> Clinton's ahead. In a poll conducted by KnowPolitics this week, 48% of respondents said they would vote for Clinton compared to only 44% for Trump, with the rest of respondents undecided. The margin of error for this result is ±6%. The poll was conducted with a set of online news consumers, and the response rate was 5%. The final sample size of the survey was 437 adults, with 175 Republicans, 189 Democrats, and 73 Independents.
> Or maybe Trump is. But also this week, a poll by Public-Metrics reported that Trump would win the 49% of support in contrast to only 43% who support Clinton, the rest of respondents were undecided. The margin of error for this second poll is ±2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 21%. The final sample size of the survey was 1654 adults, with 611 Republicans, 678 Democrats, and 365 Independents.
> Commentary. George Anderson, a polling expert affiliated with the National Council on Public Polls, cautioned against making conclusive judgments by relying on the results of the KnowPolitics poll that shows a Clinton lead. He pointed out that, ""For one, the sample size is small, and it is not very representative. The margin of error in the KnowPolitics poll is large, so the finding that Clinton leads is not reliable."" In contrast, Anderson praised the Public-Metrics poll showing a Trump lead. He said its results should be more reliable due to its higher quality on these methodological aspects."
"KuruB67","C8","vote_choice",1,56,3,"> If the election were held tomorrow and it was between Hillary Clinton and Donald Trump, which candidate do you think would win and become the next President of the U.S.?
> Please choose a number from 1 (Clinton is much more likely to win) to 7 (Trump is much more likely to win)

Participant X chooses: '"
"KuruB67","C8","vote_choice",2,64,1,"> Now you will be provided with an online news story that reports the results of two recent election polls. It is a recently captured screenshot of a brief report from the website of a news organization. Please carefully read the report and then answer the related questions in the following page."
"KuruB67","C8","vote_choice",2,64,2,"> Clinton leads in one poll; Trump leads in another
> 
> Washington. Recent polls have started to focus on Hillary Clinton and Donald Trump's electoral support at the national level as they are the two most likely candidates to compete in the general election. One poll by KnowPolitics suggests that Clinton is ahead of Trump, but another poll by Public-Metrics shows higher support for Trump than Clinton.
> Clinton's ahead. In a poll conducted by KnowPolitics this week, 48% of respondents said they would vote for Clinton compared to only 44% for Trump, with the rest of respondents undecided. The margin of error for this result is ±6%. The poll was conducted with a set of online news consumers, and the response rate was 5%. The final sample size of the survey was 437 adults, with 175 Republicans, 189 Democrats, and 73 Independents.
> Or maybe Trump is. But also this week, a poll by Public-Metrics reported that Trump would win the 49% of support in contrast to only 43% who support Clinton, the rest of respondents were undecided. The margin of error for this second poll is ±2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 21%. The final sample size of the survey was 1654 adults, with 611 Republicans, 678 Democrats, and 365 Independents.
> Commentary. George Anderson, a polling expert affiliated with the National Council on Public Polls, cautioned against making conclusive judgments by relying on the results of the KnowPolitics poll that shows a Clinton lead. He pointed out that, ""For one, the sample size is small, and it is not very representative. The margin of error in the KnowPolitics poll is large, so the finding that Clinton leads is not reliable."" In contrast, Anderson praised the Public-Metrics poll showing a Trump lead. He said its results should be more reliable due to its higher quality on these methodological aspects."
"KuruB67","C8","vote_choice",2,64,3,"> If the election were held tomorrow and it was between Hillary Clinton and Donald Trump, which candidate do you think would win and become the next President of the U.S.?
> Please choose a number from 1 (Clinton is much more likely to win) to 7 (Trump is much more likely to win)

You choose: '"
"KuruB67","C9","vote_choice",1,56,1,"> Now you will be provided with an online news story that reports the results of two recent election polls. It is a recently captured screenshot of a brief report from the website of a news organization. Please carefully read the report and then answer the related questions in the following page."
"KuruB67","C9","vote_choice",1,56,2,"> Trump leads in one poll; Clinton leads in another
> 
> Washington. Recent polls have started to focus on Hillary Clinton and Donald Trump's electoral support at the national level as they are the two most likely candidates to compete in the general election. One poll by KnowPolitics suggests that Trump is ahead of Clinton, but another poll by Public-Metrics shows higher support for Clinton than Trump.
> Trump's ahead. In a poll conducted by KnowPolitics this week, 48% of respondents said they would vote for Trump compared to only 44% for Clinton, with the rest of respondents undecided. The margin of error for this result is +6%. The poll was conducted with a set of online news consumers, and the response rate was 5%. The final sample size of the survey was 437 adults, with 175 Republicans, 189 Democrats, and 73 Independents.
> Or maybe Clinton is. But also this week, a poll by Public-Metrics reported that Clinton would win the 49% of support in contrast to only 43% who support Trump, the rest of respondents were undecided. The margin of error for this second poll is ±2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 21%. The final sample size of the survey was 1654 adults, with 611 Republicans, 678 Democrats, and 365 Independents.
> Commentary. George Anderson, a polling expert affiliated with the National Council on Public Polls, cautioned against making conclusive judgments by relying on the results of the KnowPolitics poll that shows a Trump lead. He pointed out that, ""For one, the sample size is small, and it is not very representative. The margin of error in the KnowPolitics poll is large, so the finding that Trump leads is not reliable."" In contrast, Anderson praised the Public-Metrics poll showing a Clinton lead. He said its results should be more reliable due to its higher quality on these methodological aspects."
"KuruB67","C9","vote_choice",1,56,3,"> If the election were held tomorrow and it was between Hillary Clinton and Donald Trump, which candidate do you think would win and become the next President of the U.S.?
> Please choose a number from 1 (Clinton is much more likely to win) to 7 (Trump is much more likely to win)

Participant X chooses: '"
"KuruB67","C9","vote_choice",2,64,1,"> Now you will be provided with an online news story that reports the results of two recent election polls. It is a recently captured screenshot of a brief report from the website of a news organization. Please carefully read the report and then answer the related questions in the following page."
"KuruB67","C9","vote_choice",2,64,2,"> Trump leads in one poll; Clinton leads in another
> 
> Washington. Recent polls have started to focus on Hillary Clinton and Donald Trump's electoral support at the national level as they are the two most likely candidates to compete in the general election. One poll by KnowPolitics suggests that Trump is ahead of Clinton, but another poll by Public-Metrics shows higher support for Clinton than Trump.
> Trump's ahead. In a poll conducted by KnowPolitics this week, 48% of respondents said they would vote for Trump compared to only 44% for Clinton, with the rest of respondents undecided. The margin of error for this result is +6%. The poll was conducted with a set of online news consumers, and the response rate was 5%. The final sample size of the survey was 437 adults, with 175 Republicans, 189 Democrats, and 73 Independents.
> Or maybe Clinton is. But also this week, a poll by Public-Metrics reported that Clinton would win the 49% of support in contrast to only 43% who support Trump, the rest of respondents were undecided. The margin of error for this second poll is ±2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 21%. The final sample size of the survey was 1654 adults, with 611 Republicans, 678 Democrats, and 365 Independents.
> Commentary. George Anderson, a polling expert affiliated with the National Council on Public Polls, cautioned against making conclusive judgments by relying on the results of the KnowPolitics poll that shows a Trump lead. He pointed out that, ""For one, the sample size is small, and it is not very representative. The margin of error in the KnowPolitics poll is large, so the finding that Trump leads is not reliable."" In contrast, Anderson praised the Public-Metrics poll showing a Clinton lead. He said its results should be more reliable due to its higher quality on these methodological aspects."
"KuruB67","C9","vote_choice",2,64,3,"> If the election were held tomorrow and it was between Hillary Clinton and Donald Trump, which candidate do you think would win and become the next President of the U.S.?
> Please choose a number from 1 (Clinton is much more likely to win) to 7 (Trump is much more likely to win)

You choose: '"
"KuruB67","C10","vote_choice",1,56,1,"> Now you will be provided with an online news story that reports the results of two recent election polls. It is a recently captured screenshot of a brief report from the website of a news organization. Please carefully read the report and then answer the related questions in the following page."
"KuruB67","C10","vote_choice",1,56,2,"> Clinton leads in one poll; Trump leads in another
> 
> Washington. Recent polls have started to focus on Hillary Clinton and Donald Trump's electoral support at the national level as they are the two most likely candidates to compete in the general election. One poll by KnowPolitics suggests that Clinton is ahead of Trump, but another poll by Public-Metrics shows higher support for Trump than Clinton.
> Clinton's ahead. In a poll conducted by KnowPolitics this week, 48% of respondents said they would vote for Clinton compared to only 42% for Trump, with the rest of respondents undecided. The margin of error for this result is ±2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 19%. The final sample size was 1703 adults, with 669 Republicans, 738 Democrats, and 296 Independents.
> Or maybe Trump is. But also this week, a poll by Public-Metrics reported that Trump would win the 49% of support in contrast to only 43% who support Clinton, the rest of respondents were undecided. The margin of error for this second poll is ±2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 21%. The final sample size of the survey was 1654 adults, with 611 Republicans, 678 Democrats, and 365 Independents.
> Commentary. George Anderson, a representative from the Clinton campaign pointed out the importance of the KnowPolitics poll: ""This poll is more evidence that Clinton is increasing her support at the national level,"" and he also dismissed the poll by Public-Metrics as biased. Anderson said that Trump is trying to boost his performance by reporting results from poorly conducted polls like this one, and pointed out he is sure that some of these polls showing a Trump lead, like this one by Public-Metrics, might have been funded by his campaign. We could not reach a representative from the Trump campaign for comment by the time this story was published."
"KuruB67","C10","vote_choice",1,56,3,"> If the election were held tomorrow and it was between Hillary Clinton and Donald Trump, which candidate do you think would win and become the next President of the U.S.?
> Please choose a number from 1 (Clinton is much more likely to win) to 7 (Trump is much more likely to win)

Participant X chooses: '"
"KuruB67","C10","vote_choice",2,64,1,"> Now you will be provided with an online news story that reports the results of two recent election polls. It is a recently captured screenshot of a brief report from the website of a news organization. Please carefully read the report and then answer the related questions in the following page."
"KuruB67","C10","vote_choice",2,64,2,"> Clinton leads in one poll; Trump leads in another
> 
> Washington. Recent polls have started to focus on Hillary Clinton and Donald Trump's electoral support at the national level as they are the two most likely candidates to compete in the general election. One poll by KnowPolitics suggests that Clinton is ahead of Trump, but another poll by Public-Metrics shows higher support for Trump than Clinton.
> Clinton's ahead. In a poll conducted by KnowPolitics this week, 48% of respondents said they would vote for Clinton compared to only 42% for Trump, with the rest of respondents undecided. The margin of error for this result is ±2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 19%. The final sample size was 1703 adults, with 669 Republicans, 738 Democrats, and 296 Independents.
> Or maybe Trump is. But also this week, a poll by Public-Metrics reported that Trump would win the 49% of support in contrast to only 43% who support Clinton, the rest of respondents were undecided. The margin of error for this second poll is ±2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 21%. The final sample size of the survey was 1654 adults, with 611 Republicans, 678 Democrats, and 365 Independents.
> Commentary. George Anderson, a representative from the Clinton campaign pointed out the importance of the KnowPolitics poll: ""This poll is more evidence that Clinton is increasing her support at the national level,"" and he also dismissed the poll by Public-Metrics as biased. Anderson said that Trump is trying to boost his performance by reporting results from poorly conducted polls like this one, and pointed out he is sure that some of these polls showing a Trump lead, like this one by Public-Metrics, might have been funded by his campaign. We could not reach a representative from the Trump campaign for comment by the time this story was published."
"KuruB67","C10","vote_choice",2,64,3,"> If the election were held tomorrow and it was between Hillary Clinton and Donald Trump, which candidate do you think would win and become the next President of the U.S.?
> Please choose a number from 1 (Clinton is much more likely to win) to 7 (Trump is much more likely to win)

You choose: '"
"KuruB67","C11","vote_choice",1,56,1,"> Now you will be provided with an online news story that reports the results of two recent election polls. It is a recently captured screenshot of a brief report from the website of a news organization. Please carefully read the report and then answer the related questions in the following page."
"KuruB67","C11","vote_choice",1,56,2,"> Trump leads in one poll; Clinton leads in another
> 
> Washington. Recent polls have started to focus on Hillary Clinton and Donald Trump's electoral support at the national level as they are the two most likely candidates to compete in the general election. One poll by KnowPolitics suggests that Trump is ahead of Clinton, but another poll by Public-Metrics shows higher support for Clinton than Trump.
> Trump's ahead. In a poll conducted by KnowPolitics this week, 48% of respondents said they would vote for Trump compared to only 42% for Clinton, with the rest of respondents undecided. The margin of error for this result is ±2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 19%. The final sample size was 1703 adults, with 669 Republicans, 738 Democrats, and 296 Independents.
> Or maybe Clinton is. But also this week, a poll by Public-Metrics reported that Clinton would win the 49% of support in contrast to only 43% who support Trump, the rest of respondents were undecided. The margin of error for this second poll is ±2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 21%. The final sample size of the survey was 1654 adults, with 611 Republicans, 678 Democrats, and 365 Independents.
> Commentary. George Anderson, a representative from the Trump campaign pointed out the importance of the KnowPolitics poll: ""This poll is more evidence that Trump is increasing his support at the national level,"" and he also dismissed the poll by Public-Metrics as biased. Anderson said that Clinton is trying to boost her performance by reporting results from poorly conducted polls like this one, and pointed out that some of these polls showing a Clinton lead, including this one by Public-Metrics, might have been funded by her campaign. We could not reach a representative from the Clinton campaign for comment by the time this story was published."
"KuruB67","C11","vote_choice",1,56,3,"> If the election were held tomorrow and it was between Hillary Clinton and Donald Trump, which candidate do you think would win and become the next President of the U.S.?
> Please choose a number from 1 (Clinton is much more likely to win) to 7 (Trump is much more likely to win)

Participant X chooses: '"
"KuruB67","C11","vote_choice",2,64,1,"> Now you will be provided with an online news story that reports the results of two recent election polls. It is a recently captured screenshot of a brief report from the website of a news organization. Please carefully read the report and then answer the related questions in the following page."
"KuruB67","C11","vote_choice",2,64,2,"> Trump leads in one poll; Clinton leads in another
> 
> Washington. Recent polls have started to focus on Hillary Clinton and Donald Trump's electoral support at the national level as they are the two most likely candidates to compete in the general election. One poll by KnowPolitics suggests that Trump is ahead of Clinton, but another poll by Public-Metrics shows higher support for Clinton than Trump.
> Trump's ahead. In a poll conducted by KnowPolitics this week, 48% of respondents said they would vote for Trump compared to only 42% for Clinton, with the rest of respondents undecided. The margin of error for this result is ±2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 19%. The final sample size was 1703 adults, with 669 Republicans, 738 Democrats, and 296 Independents.
> Or maybe Clinton is. But also this week, a poll by Public-Metrics reported that Clinton would win the 49% of support in contrast to only 43% who support Trump, the rest of respondents were undecided. The margin of error for this second poll is ±2%. The poll was conducted on a nationally representative sample of likely voters with a response rate of 21%. The final sample size of the survey was 1654 adults, with 611 Republicans, 678 Democrats, and 365 Independents.
> Commentary. George Anderson, a representative from the Trump campaign pointed out the importance of the KnowPolitics poll: ""This poll is more evidence that Trump is increasing his support at the national level,"" and he also dismissed the poll by Public-Metrics as biased. Anderson said that Clinton is trying to boost her performance by reporting results from poorly conducted polls like this one, and pointed out that some of these polls showing a Clinton lead, including this one by Public-Metrics, might have been funded by her campaign. We could not reach a representative from the Clinton campaign for comment by the time this story was published."
"KuruB67","C11","vote_choice",2,64,3,"> If the election were held tomorrow and it was between Hillary Clinton and Donald Trump, which candidate do you think would win and become the next President of the U.S.?
> Please choose a number from 1 (Clinton is much more likely to win) to 7 (Trump is much more likely to win)

You choose: '"
"KuruB67","C12","vote_choice",1,56,1,"> Now you will be provided with an online news story that reports the results of two recent election polls. It is a recently captured screenshot of a brief report from the website of a news organization. Please carefully read the report and then answer the related questions in the following page."
