study_id,condition,stimulus_text,source,study_context,flags
brandtS1,2 [2],Some people have a large monthly mortgage payment because they wanted to purchase a larger house than they needed. Now they are facing foreclosure because the primary income earner in the household lost their job due to their company closing and they can no longer afford payments.,llm_prompts,"Recently the growing number of home foreclosures has put a strain on the financial system, which has weakened the United States economy. Foreclosure occurs when a person is behind on home mortgage payments to their bank and the bank decides to repossess (i.e., take back) the home. People may go into foreclosure for a variety of reasons.

We are interested in your perceptions towards people who are facing foreclosure. In the following section you will be presented with a situation that describes some people facing foreclosure. Please carefully read the situation and answer the following questions about your reactions to the situation.",
death_penalty,innocent,Some people say [FBI statistics show] that the death penalty is unfair because too many innocent people are being executed.,llm_prompts,,
death_penalty,race,Some people say [FBI statistics show] that the death penalty is unfair because most of the people who are executed are African Americans.,llm_prompts,,
dennyS17,1 [1],"Human Resources Memo
Our department has completed its interview with Greg Baker for the position of Business Development Analyst.  His relevant professional experience includes three years as assistant director of marketing at SALVO, Inc., a small private marketing firm in Buffalo, New York. Before that he worked as an analyst in the marketing and community outreach office for the city of Buffalo. When asked whether he preferred working in the public or private sector, he mentioned benefits associated with each.  He received a bachelor’s degree in business administration with a concentration in finance from Ithaca College and served on various clubs and committees at school.  

The candidate also shared a few personal details during the interview - he was born and raised in Albany, and he lives with his wife and doesn’t have any children. 

In all, the interview lasted approximately 30 minutes.  Please let us know if you have any questions.

Sincerely, 
HR

How hardworking do you expect Greg to be, relative to other employees in similar positions at the company?",llm_prompts,"Imagine you are the hiring manager of Innovative Marketing Solutions, Inc., a mid-size marketing firm.  
You are in the process of hiring a new employee to increase your staff and increase your chances of acquiring more clients.  On the next screen is a brief description of the position along with a memo sent to you by the human resources (“HR”) department summarizing its interview with a recent applicant. Please review the job description and human resources memo and answer the questions on the next few screens.

Job Description
Position title: Business Development Analyst
Role: Analyst, Mid-Level 
Hours: Full Time 
Starting salary range: $60,000 - $85,000  
Innovative Marketing Solutions, Inc. is seeking a proven Business Development Analyst.  Key responsibilities will include:
•        Analyzing client needs to win new business
•        Performing in-depth financial analyses of existing clients and presenting the results to the representative team 
•        Targeting and contacting potential clients to build relationships in a proactive manner",
dennyS17,2 [2],"Human Resources Memo
Our department has completed its interview with Jamal Washington for the position of Business Development Analyst.  His relevant professional experience includes three years as assistant director of marketing at SALVO, Inc., a small private marketing firm in Buffalo, New York. Before that he worked as an analyst in the marketing and community outreach office for the city of Buffalo. When asked whether he preferred working in the public or private sector, he mentioned benefits associated with each.  He received a bachelor’s degree in business administration with a concentration in finance from Ithaca College and served on various clubs and committees at school.  

The candidate also shared a few personal details during the interview - he was born and raised in Albany, and he lives with his wife and doesn’t have any children. 

In all, the interview lasted approximately 30 minutes.  Please let us know if you have any questions.

Sincerely, 
HR

How hardworking do you expect Jamal to be, relative to other employees in similar positions at the company?",llm_prompts,"Imagine you are the hiring manager of Innovative Marketing Solutions, Inc., a mid-size marketing firm.  
You are in the process of hiring a new employee to increase your staff and increase your chances of acquiring more clients.  On the next screen is a brief description of the position along with a memo sent to you by the human resources (“HR”) department summarizing its interview with a recent applicant. Please review the job description and human resources memo and answer the questions on the next few screens.

Job Description
Position title: Business Development Analyst
Role: Analyst, Mid-Level 
Hours: Full Time 
Starting salary range: $60,000 - $85,000  
Innovative Marketing Solutions, Inc. is seeking a proven Business Development Analyst.  Key responsibilities will include:
•        Analyzing client needs to win new business
•        Performing in-depth financial analyses of existing clients and presenting the results to the representative team 
•        Targeting and contacting potential clients to build relationships in a proactive manner",
flavinS4,1 [FLAVIN Condition 1],Some people think that the United States should place a greater emphasis on promoting political equality.,llm_prompts,,
flavinS4,2 [FLAVIN Condition 2],Some people think that the United States should place a greater emphasis on promoting political equality. By political equality we mean making sure every citizen has the right to vote and participate in politics to make their opinions known to government.,llm_prompts,,
gashS5,1 [Court Prompt],"Now we are going to ask you some questions about an important issue: whether or not companies with a history of past discrimination may give special consideration to women when making hiring decisions.
Some believe that giving women special consideration amounts to discrimination against men and that whether or not someone gets a job should be based on the merits.
Others believe that if a company has a history of discriminating against women, special consideration of female applicants is needed to promote fair hiring practices.        
Imagine that a court in your state has made a controversial decision regarding these companies. These appointed judges have decided that these companies may not consider the gender of an applicant when making hiring decisions.
Do you agree or disagree with the court’s decision?",llm_prompts,,
gashS5,4 [No Prompt],Do you agree or disagree with the idea that these companies should not be able to give special consideration to women when making hiring decisions?,llm_prompts,,
immigration,negative,"Immigration Concerns Governors 
Questions Raised About Economic, Cultural Impact of Immigrants 

NEW YORK (AP) - During the 1990s, more immigrants entered the United States than in any previous decade, and the growing number of immigrants in the U.S. clearly has some Americans worried. At a state governors’ convention in June, many governors called for the Bush Administration and Congress to step in to restrict the flow of immigrants. 
Several governors voiced concern that immigrants are driving down the wages of American workers while taxpayers are forced to meet the rising costs of social services for the newcomers. Governors say these views are shared by many of their constituents. 
John Baine, shift manager at a large auto parts factors in Cleveland, said he is angered that “a number of friends have been laid-off or forced to take a pay cut” because of the influx of cheap immigrant labor. 
Nancy Petrey, a Boulder, Colo. nurse, has seen staff let go for similar reasons. “People give twenty years of their lives to this hospital and then, boom, they’re out the door because some foreigner will do their job for half the pay,” Petrey said. “It just isn’t right.”
Governors also say constituents are worried that the country is no longer a “melting pot,” because new immigrants are not adopting American values or blending into their new social world. 
Mary Stowe, an Omaha-based sales associate, says she is frustrated by the fact that recent immigrants to her area “do not learn English or make any effort to fit in.” 
Bob Callaway, a construction supervisor in Newark, says he sees similar problems with immigrants hired by his company. “These people are totally unwilling to adopt American values like hard work and responsibility,” Callaway said. “I try not to complain, but sometimes they are so pushy and uncooperative – it’s not acceptable.” 
When asked his opinion, [Nikolai Vandisnky]/[Jose Sanchez], a recent immigrant from [Russia]/[Mexico], says he welcomes the chance for a better life in America. “Many of my cousins find work here and now it’s my turn. I want a good job and benefits.” 
“But,” [Vandinsky]/[Sanchez] added, “that doesn’t mean I have to change who I am. We love our culture. I’m proud to be from [Russia]/[Mexico].” 
While there was agreement at the convention that the federal government needs to do more to help states manage the rising tide of newcomers, few governors agree on exactly why immigration levels have increased. 
Some blame the Immigration Act passed by Congress in 1990, which loosened federal restrictions on immigration. Others point to the fact that large companies are attracting immigrants to the U.S. with the promise of prosperity, a practice that has become widespread in recent years. 
Still others maintain that, in a world full of turmoil, people are attracted here by the hope of a better way of life. 
Whatever is bringing immigrants to these shores in record numbers, everyone seems certain that the numbers will continue to grow.",llm_prompts,,bracket_alternation
immigration,positive,"Immigration Heartens Governors 
Promise Seen in Economic, Cultural Contribution of Immigrants 

NEW YORK (AP) – During the 1990s, more immigrants entered the United States than in any previous decade, and the growing number of immigrants in the U.S. clearly has some Americans hopeful about the future. At a state governors’ convention in June, many governors called for the Bush Administration and Congress to protect the flow of immigrants from further restrictions. 
Several governors said they are encouraged by how immigrants are helping to strengthen the economy, while also providing a welcome boost to tax revenues. Governors say these views are shared by many of their constituents. 
John Baine, shift manager at a large auto parts factory in Cleveland, says he is enthusiastic about how much the influx of immigrant labor has “helped the company keep a lid on costs and remain competitive.” 
Nancy Petrey, a Boulder, Colo. nurse, has seen similar benefits for the hospital where she works. “These people take jobs that are often hard for us to fill, and they’re willing to work shifts that other people don’t want,” Petrey said. “It’s a big help.” 
Governors also say many constituents take pride in the fact that the country is still a “melting pot,” where immigrants continue to bring new experiences and ideas that enrich American culture. 
Mary Stowe, an Omaha-based sales associate, says she admires what it must take to “leave home and come to a place that is so different, without knowing the language or anything about the way of life here.” 
Bob Callaway, a construction supervisor in Newark, says he sees similar qualities in the immigrants hired by his company. “These people are determined and persistent, ” Callaway said. “I’ve gotta give ’em credit, they’ll do what it takes to get ahead. That’s something I respect.”
When asked his opinion, [Nikolai Vandisnky]/[Jose Sanchez], a recent immigrant from [Russia]/[Mexico], says he welcomes the chance for a better life in America. “Many of my cousins find work here and now it’s my turn. I want a good job and benefits.” 
“But,” [Vandinsky]/[Sanchez] added, “that doesn’t mean I have to change who I am. We love our culture. I’m proud to be from [Russia]/[Mexico].” 
While there was agreement at the convention that the federal government needs to do more to help states manage the rising tide of newcomers, few governors agree on exactly why immigration levels have increased. 
Some blame the Immigration Act passed by Congress in 1990, which loosened federal restrictions on immigration. Others point to the fact that large companies are attracting immigrants to the U.S. with the promise of prosperity, a practice that has become widespread in recent years. 
Still others maintain that, in a world full of turmoil, people are attracted here by the hope of a better way of life. 
Whatever is bringing immigrants to these shores in record numbers, everyone seems certain that the numbers will continue to grow.",llm_prompts,,bracket_alternation
jacobsenS7,1 [Condition A: performance index format],"Below are report card data for Oak High School. The performance of the students at Oak High School has been measured and the school’s performance index scores are listed for each area. The performance index is a weighted average of the tests given to students at all grade levels. This results in a scale from 0 to 200 points. Considering the provided data, please answer the accompanying questions.  

Oak High School
Educational Goal | Performance Index (0-200)
Academics | 164
Arts | 190
Citizenship and Community Responsibility | 190",llm_prompts,,
jacobsenS7,2 [Condition B: letter grade format],"Below are report card data for Oak High School.  The performance of the students at Oak High School has been measured and the resulting letter grades have been earned for each area. Letter grades include A, B, C, D and F. Considering the provided data, please answer the accompanying questions.  

Oak High School
Educational Goal | Letter Grade
Academics | B
Arts | A
Citizenship and Community Responsibility | A",llm_prompts,,
melloS6,1 [v1],"Imagine that you are admitted to hospital with pain in your abdomen.  You have an inflamed appendix and require an operation (an appendectomy) to remove it.  Your surgeon, Dr. S, performs the operation.  After the operation, you have persistent abdominal pain, which becomes severe.  A radiological scan shows that a sponge has been left behind from the operation.  
After the scan, Dr. S and a hospital manager meet with you personally.  Dr. S tells you that a mistake was made, causing a sponge to be left inside you.  Dr. S explains that he reviewed the operation records and discovered that because of a mathematical error, the sponge count was falsely recorded as correct.  He apologizes to you, saying, “I am truly sorry that this happened to you.  As your surgeon, I was responsible for checking that the abdomen is clear and making sure nothing is left behind at surgery.  I feel very badly that this happened to you and I accept responsibility for this mistake.”
Dr. S explains to you that you will need a second operation to remove the sponge.  He explains how long it will take to recover.  He tells you that most people do not suffer ongoing problems in the future, but it is possible that you will.  He says there will be an investigation of the mistake to work out ways to ensure it doesn’t happen again. Dr. S promises to inform you of the investigation’s results.  He states that he would like to continue to care for you, but can refer you to a colleague if you wish.
You have the second operation to remove the sponge.  Dr. S tells you that the surgery was quite extensive because he found that an abscess–a mass of pus and inflamed tissue caused by an infection—had formed around the sponge.  Dr. S had to clean out your abdomen and remove the infected tissue.  After this operation, you are critically ill with a bloodstream infection caused by the abscess.  You require care in the intensive care unit for 4 weeks.  You spend another 3 weeks in the hospital before you are discharged home.  You slowly recover at home.  It takes you 8 weeks to get back to your usual activities. You take a total of 15 weeks, from the time of the second operation, to recover.
After the second operation, Dr. S and the hospital manager come to see you in the hospital again.  They give you their telephone number so that you can contact them at any time in the future.  They make sure that follow-up appointments are arranged for you before you go home.",llm_prompts,,
melloS6,5 [v5],"Imagine that you are admitted to hospital with pain in your abdomen.  You have an inflamed appendix and require an operation (an appendectomy) to remove it.  Your surgeon, Dr. S, performs the operation.  After the operation, you have persistent abdominal pain, which becomes severe.  A radiological scan shows that a sponge has been left behind from the operation.  
After the scan, Dr. S and a hospital manager meet with you personally.  Dr. S tells you that a mistake was made, causing a sponge to be left inside you.  Dr. S explains that he reviewed the operation records and discovered that because of a mathematical error, the sponge count was falsely recorded as correct.  He apologizes to you, saying, “I am truly sorry that this happened to you.  As your surgeon, I was responsible for checking that the abdomen is clear and making sure nothing is left behind at surgery.  I feel very badly that this happened to you and I accept responsibility for this mistake.”
Dr. S explains to you that you will need a second operation to remove the sponge.  He explains how long it will take to recover.  He tells you that most people do not suffer ongoing problems in the future, but it is possible that you will.  He says there will be an investigation of the mistake to work out ways to ensure it doesn’t happen again. Dr. S promises to inform you of the investigation’s results.  He states that he would like to continue to care for you, but can refer you to a colleague if you wish.
You have the second operation to remove the sponge.  The operation goes well.  You make a good recovery after the operation without further complications.  You end up staying in the hospital 3 days longer than you would have if you hadn’t needed the second operation.  You continue to make a good recovery at home.  After 2 weeks you make a full recovery and are able to return to all your usual activities.
After the second operation, Dr. S and the hospital manager come to see you in the hospital again.  They give you their telephone number so that you can contact them at any time in the future.  They make sure that follow-up appointments are arranged for you before you go home.",llm_prompts,,
parmerS15,1 [experimental group 1],"Several cases of smallpox were recently confirmed in your community. As one of several government entities responsible for detecting and managing a bioterrorist attack, the Department of Homeland Security (DHS) takes this responsibility very seriously and acts carefully and compassionately to protect the public in the event of a laboratory confirmed case of smallpox. Officials are investigating these cases as an act of terrorism and health officials are dedicated to quickly finding, vaccinating, and treating people who may have been exposed to the smallpox virus.  

The Department of Homeland Security is committed to an open and honest process of decision making that guarantees timely, consistent, and accurate information during a biological terrorist attack.  The smallpox vaccine is the best way to defend yourself if you are exposed to the smallpox virus. Vaccination within 3 days of exposure will prevent or significantly lessen the severity of smallpox symptoms in the vast majority of people.  If you had a smallpox vaccine as a child it will not protect you now, as the vaccine only provides high protection for about 5 years. Anyone directly exposed to smallpox, regardless of health status, will be offered the smallpox vaccine because the risks associated with smallpox disease are far greater than those posed by the vaccine.  The Department of Homeland Security is collaborating with the County Health Department to assign local health workers to your community who are responsible for getting accurate information out to your neighborhood.  These local health workers are recommending vaccinations as the best way to care for you and your neighbors.",llm_prompts,"Thanks to the success of vaccination, the last natural outbreak of smallpox in the U.S. occurred in 1949. In 1980, smallpox was said to be wiped out worldwide, and no cases of naturally occurring smallpox have happened since. Today, the smallpox virus is kept in two approved labs in the U.S. and Russia. However, credible concern exists that the virus was made into a weapon by some countries and that terrorists may have obtained it. A single case of smallpox is likely to represent a bioterrorism release and will require an immediate and coordinated public health, medical, and law enforcement response to control the outbreak and to protect the public from any additional release.  The information below describes a fictional smallpox outbreak designed to mimic the events and public health decisions that might occur during an actual bioterrorist attack scenario.",
parmerS15,2 [experimental group 2],"Several cases of smallpox were recently confirmed in your community. Officials are investigating these cases as an act of terrorism and health officials are using their expertise to quickly find, vaccinate, and treat people who may have been exposed to the smallpox virus. Finding of people who have been exposed, vaccinating, and treating them and their contacts is a proven method for stopping the spread of smallpox. As one of several government entities responsible for detecting and managing a bioterrorist attack, the Department of Homeland Security’s (DHS) response to the current smallpox outbreak builds on concepts and approaches that were successfully employed 30 to 40 years ago to control smallpox outbreaks. These overall concepts for outbreak containment contributed greatly to the eventual global eradication of smallpox. In addition, lessons learned from recent public health crises, such as the emergence of SARS in 2003 have been incorporated into the response to the current smallpox outbreak. 

Overtime, the Department of Homeland Security has learned that the smallpox vaccine is the best protection you can get if you are exposed to the smallpox virus. Vaccination within 3 days of exposure will prevent or significantly lessen the severity of smallpox symptoms in the vast majority of people. If you had a smallpox vaccine as a child it will not protect you now, as the vaccine only provides high protection for about 5 years. Anyone directly exposed to smallpox, regardless of health status, will be offered the smallpox vaccine because the risks associated with smallpox disease are far greater than those posed by the vaccine.  Based on past experiences with disease outbreaks, the Department of Homeland Security is collaborating with the County Health Department to assign local health workers to your community to direct the response to this threat in your neighborhood.  These local health workers are recommending vaccinations as a proven method to protect you and your neighbors against smallpox.",llm_prompts,"Thanks to the success of vaccination, the last natural outbreak of smallpox in the U.S. occurred in 1949. In 1980, smallpox was said to be wiped out worldwide, and no cases of naturally occurring smallpox have happened since. Today, the smallpox virus is kept in two approved labs in the U.S. and Russia. However, credible concern exists that the virus was made into a weapon by some countries and that terrorists may have obtained it. A single case of smallpox is likely to represent a bioterrorism release and will require an immediate and coordinated public health, medical, and law enforcement response to control the outbreak and to protect the public from any additional release.  The information below describes a fictional smallpox outbreak designed to mimic the events and public health decisions that might occur during an actual bioterrorist attack scenario.",
patriot_act,Con,"The Patriot Act was enacted in the weeks after September 11, 2001 to strengthen law enforcement powers and technology. 
The Patriot Act has sparked numerous controversies and been criticized for weakening the protection of citizens’ civil liberties. 
Under the Patriot Act, the government has access to citizens’ confidential information from telephone and e-mail communications. 
The Patriot Act allows law enforcement officials to search citizens’ homes, businesses, and financial records without their permission or knowledge. 
The Patriot Act significantly expands government policing powers without specifying an agency that is responsible for safeguarding citizens’ rights.
Since its passage, the Patriot Act has been challenged in federal courts on the grounds that many of its provisions are unconstitutional.",llm_prompts,,
patriot_act,Pro,"The Patriot Act was enacted in the weeks after September 11, 2001 to strengthen law enforcement powers and technology. 
Under the Patriot Act, law enforcement agencies have more tools to prevent new terrorist incidents. 
The Patriot Act gives U. S. security forces the resources they need to identify terrorist plots on American soil and to prevent attacks before they occur. 
The Patriot Act enhances domestic security through counterterrorism funding, surveillance, border protection, and other security policies. 
The Patriot Act includes less known provisions including funding for terrorism victims and their families. 
The Patriot Act enables officials to effectively combat national security threats, and provides prompt aid and compensation to victims in the event of a terrorist attack.",llm_prompts,,
pedullaS18,1 [White Male/ White Straight],"Brad Thomas 
784 Golden Avenue, 
Apt. #4 
Secaucus, NJ 07094 
brad.thomas@gmail.com 
201-330-3211

Education:
The Pennsylvania State University (University Park, PA)
May 2009
Bachelor of Arts in Business Administration 
GPA: 3.71/4.00

Professional Experience:
Target (North Bergen, NJ)                                 2009 - Present 
Assistant Manager
•Assist in managing all aspects of Target, a large retail store, in North Bergen, New Jersey. 
•Resolve customer service problems, manage personnel, and schedule employee hours. 
•Served as cashier and department manager, during college summers, before being promoted to assistant manager.

Leadership Experience:
Student Advisory Council
President  
•Served as member and then president of the Student Advisory Council. 
•Planned and ran meetings, wrote meeting agendas, and conducted meeting follow-up.

Track Club of Penn State
Treasurer 
•Served as member and treasurer of the Track Club of Penn State. 
•Managed organizational budget and participated in competitions.

Please answer the following questions about Brad’s application for the assistant manager position.",llm_prompts,"We are interested in how people form first impressions, making important decisions from little information. Please imagine that your friend, who runs a large retail store, is in the process of hiring someone for an assistant manager position. He has asked you to help him with the hiring process by reviewing one of the resumes he received for the position. We would like you to carefully examine the following resume that was submitted by an applicant for the assistant manager position. After you have thoroughly reviewed this resume, please move to the next screen and respond to the questions that follow with your first, uncensored impressions.

Please note that once you advance screens in this survey you will not be able to go back and change your answers. Due to this and other survey functions, we would really appreciate you taking this survey on a computer, NOT on a mobile device (such as a smart phone or tablet PC).",
pedullaS18,2 [Black Male/ Black Straight],"Darnell Thomas 
784 Golden Avenue, 
Apt. #4 
Secaucus, NJ 07094 
darnell.thomas@gmail.com 
201-330-3211

Education:
The Pennsylvania State University (University Park, PA)
May 2009
Bachelor of Arts in Business Administration 
GPA: 3.71/4.00

Professional Experience:
Target (North Bergen, NJ)                                 2009 - Present 
Assistant Manager
•Assist in managing all aspects of Target, a large retail store, in North Bergen, New Jersey. 
•Resolve customer service problems, manage personnel, and schedule employee hours. 
•Served as cashier and department manager, during college summers, before being promoted to assistant manager.

Leadership Experience:
Student Advisory Council
President  
•Served as member and then president of the Student Advisory Council. 
•Planned and ran meetings, wrote meeting agendas, and conducted meeting follow-up.

Track Club of Penn State
Treasurer 
•Served as member and treasurer of the Track Club of Penn State. 
•Managed organizational budget and participated in competitions.

Please answer the following questions about Brad’s application for the assistant manager position.",llm_prompts,"We are interested in how people form first impressions, making important decisions from little information. Please imagine that your friend, who runs a large retail store, is in the process of hiring someone for an assistant manager position. He has asked you to help him with the hiring process by reviewing one of the resumes he received for the position. We would like you to carefully examine the following resume that was submitted by an applicant for the assistant manager position. After you have thoroughly reviewed this resume, please move to the next screen and respond to the questions that follow with your first, uncensored impressions.

Please note that once you advance screens in this survey you will not be able to go back and change your answers. Due to this and other survey functions, we would really appreciate you taking this survey on a computer, NOT on a mobile device (such as a smart phone or tablet PC).",
piazzaS8,1 [1],"July 10, 2011
Associated Press. CHICAGO, Illinois — “FBI detains two terror suspects in raids” 

FBI agents conducted raids Thursday on two homes in the Chicago area used by members of a group that federal agents describe as a “violent extremist movement” intending to “levy war against the United States.”  Two suspects were detained in the raids.  According to FBI spokesman Alan Meyers, members of the group were planning terrorist attacks against government buildings and conspired to murder law enforcement officials and civilians.  Agents found explosive materials, firearms and an undisclosed amount of cash in one of the houses during the raid.  The group has also previously threatened to attack popular tourist sites, like Disney World, on its website.  FBI agents confirmed that other suspected group members were still at large.  Meyers declined to comment further on the case.",llm_prompts,Please read the following short news report.,
piazzaS8,2 [2],"July 10, 2011
Associated Press. CHICAGO, Illinois — “FBI detains two terror suspects in raids” 

FBI agents conducted raids Thursday on two homes in the Chicago area used by members of a group that federal agents describe as a “violent extremist movement” intending to “levy war against the United States.”  Two suspects were detained in the raids and are identified as Muhammad Ibrahim, 26 and Hussein Faisal, 21.  According to FBI spokesman Alan Meyers, members of the group were planning terrorist attacks against government buildings and conspired to murder law enforcement officials and civilians.  Agents found explosive materials, firearms and an undisclosed amount of cash in one of the houses during the raid.  The group has also previously threatened to attack popular tourist sites, like Disney World, on its website.  FBI agents confirmed that other suspected group members were still at large.  Meyers declined to comment further on the case.",llm_prompts,Please read the following short news report.,
senS81,Gender-Control,,llm_prompts,"People have different opinions about what governing institutions should look like. 

You will be asked what you think is the ideal share of different groups in the U.S. House of Representatives.",
senS81,Gender-PopulationStatistics,"About 51% of the U.S. population is female and about 49% is male, as shown by the plot below.
If needed, you can click on the images to make them bigger.",llm_prompts,"People have different opinions about what governing institutions should look like. 

You will be asked what you think is the ideal share of different groups in the U.S. House of Representatives.",chart_or_image_reference
senS81,Gender-PopulationStatistics_StatusQuo,"About 51% of the U.S. population is female and about 49% is male, as shown by the plot below.
If needed, you can click on the images to make them bigger.

Currently, about 27% of the U.S. House of Representatives is female and about 73% is male, as shown by the plot below.",llm_prompts,"People have different opinions about what governing institutions should look like. 

You will be asked what you think is the ideal share of different groups in the U.S. House of Representatives.",chart_or_image_reference
shaferS9,1 [1],"Carol Sherman is married to Bill Cook. Carol has been late to her office job on several occasions because she is currently caring for Bill’s mother who has a serious, but non-life threatening illness. Her fellow employees are starting to feel burdened as they are picking up her slack.",llm_prompts,,
shaferS9,2 [2],"Carol Sherman-Cook is married to Bill Cook. Carol has been late to her office job on several occasions because she is currently caring for Bill’s mother who has a serious, but non-life threatening illness. Her fellow employees are starting to feel burdened as they are picking up her slack.",llm_prompts,,
system_threat,craig_placebo,"U.S. Census Bureau Reports Residents Now Move at a Higher Rate. 
New U.S. Census Bureau data suggest that the rate of geographical mobility, or the number of individuals who have moved within the past year, is increasing.The national mover rate increased from 11.9 percent in 2008 (the lowest rate since the U.S. Census Bureau began tracking the data) to 12.5 percent in 2009. 
According to the new data, 37.1 million people changed residences in the U.S. within the past year. 84.5 percent of all movers stayed within the same state. Renters were more than five times more likely to move than homeowners. The estimates also reveal that many of the nation’s fastest-growing cities are suburbs. Specifically, principal cities within metropolitan areas experienced a net loss of 2.1 million movers, while the suburbs had a net gain of 2.4 million movers. For those who moved to a different county or state, the reasons for moving varied considerably by the length of their move. 
The latest figures are predicated on current and historical trends, which can be thrown awry by several variables, including prospective overhauls of public policy.",llm_prompts,,
system_threat,craig_treatment,"In a Generation, Racial Minorities May Be the U.S. Majority 
New U.S. Census Bureau data suggest that America will become a “majority-minority” nation much faster than once predicted. The nation’s racial minority population is steadily rising, advancing an unmistakable trend that could make minorities the new American majority by midcentury. 
The data show a declining number of White adults and growing under-18 populations of Hispanics, Asians, and other minorities. Demographers calculate that by 2042, Americans who identify themselves as Hispanic, Black, Asian, American Indian, Native Hawaiian, or Pacific Islander will together outnumber non-Hispanic Whites. The main reasons for the accelerating change are rapid immigration growth and significantly higher birthrates among racial and ethnic minorities. As White baby boomers age past their childbearing years, younger Hispanic parents are having children and driving U.S. population growth. For example, there are now roughly 9 births for every 1 death among Hispanics, compared to a roughly one-to-one ratio for Whites. 
The latest figures are predicated on current and historical trends, which can be thrown awry by several variables, including prospective overhauls of public policy.",llm_prompts,,
thompsonS10,1 [High Fear],"Terrorists have many ways to attack the U.S. mainland. Snipers can target crowded areas to incite fear and suicide bombers can disrupt transportation and communication. The destruction of power grids and water sources can have widespread effects. If a large scale attack occurs, it may be a while before basic services are restored. You should take precautions now. If you are flying, be prepared for extra security measures and screening at the airport. At home, prepare your family for a possible attack by making a home kit that contains items you would need if basic services are interrupted (e.g., water, food, batteries, flashlight, battery-based radio, extra eye-glasses and medications). In addition, you and your family should have a plan for emergencies. For example, make sure every member of your family has a cell-phone or phone card and knows the number to call in an emergency. Take the time to sit down with family members to plan where you will go from work or school if an emergency occurs. Whether on a plane flight, in your neighborhood, or at work, all Americans should continue to be vigilant, take notice of their surroundings, and report suspicious items or activities to local authorities immediately. If you see something, say something.",llm_prompts,,
thompsonS10,2 [Plain Low Fear],"The Department of Homeland Security is protecting you against terrorist activities in a number of ways and there are additional precautions that you can take to protect yourself and your family. If you are flying, be prepared for extra security measures and screening at the airport. At home, prepare your family for a possible attack by making a home kit that contains items you would need if basic services are interrupted (e.g., water, food, batteries, flashlight, battery-based radio, extra eye-glasses and medications). In addition, you and your family should have a plan for emergencies. For example, make sure every member of your family has a cell-phone or phone card and knows the number to call in an emergency. Take the time to sit down with family members to plan where you will go from work or school if an emergency occurs. Whether on a plane flight, in your neighborhood, or at work, all Americans should continue to be vigilant, take notice of their surroundings, and report suspicious items or activities to local authorities immediately. If you see something, say something.",llm_prompts,,
turagaS11,1 [1],Scientific data on mercury concentration in water bodies show that currently 40% of lake area in the country has mercury fish tissue concentrations exceeding environmental guidelines,llm_prompts,"Mercury is a toxic substance which, when released into the environment, can accumulate in fish. 
Certain population groups who rely on fish for a large part of their diet, such as subsistence fishers, are at increased risk of health impacts including heart disease. 
Mercury can also impact future generations by lowering the IQ of children exposed to mercury as a developing fetus. 
In addition, mercury contamination has adverse impacts on the wildlife populations of lake and estuarine ecosystems.",
turagaS11,3 [3],,llm_prompts,"Mercury is a toxic substance which, when released into the environment, can accumulate in fish. 
Certain population groups who rely on fish for a large part of their diet, such as subsistence fishers, are at increased risk of health impacts including heart disease. 
Mercury can also impact future generations by lowering the IQ of children exposed to mercury as a developing fetus. 
In addition, mercury contamination has adverse impacts on the wildlife populations of lake and estuarine ecosystems.",
wallaceS12,1 [1],"Over the years, countries in another region of the world have made competing claims over a small nearby island. Sometimes countries want to use military force to resolve disagreements with others. Last year, some natural resources were discovered on the island and a crisis started in the region over what to do. One country, in particular, considered whether or not to send its military forces to take control of the island.
The country had previously signed an international treaty where it made a formal promise not to use military force over the island.
After considering the situation, the country decided not to keep its treaty promise, and sent its military forces to take control of the island.",llm_prompts,"We will describe a situation countries have faced many times and will probably face again. This is a general situation, and is not about a specific country or region in the news today.
Countries often make promises to each other across a variety of issues. Sometimes they keep their promises, and sometimes they do not.
When considering new policies, some American officials think we should focus on a country’s past actions, while other officials think we should focus more on current conditions. After describing the situation, please tell us what you think about a few policy options.",
wallaceS12,2 [2],"Over the years, countries in another region of the world have made competing claims over a small nearby island. Sometimes countries want to use military force to resolve disagreements with others. Last year, some natural resources were discovered on the island and a crisis started in the region over what to do. One country, in particular, considered whether or not to send its military forces to take control of the island.
The country had previously signed an international treaty where it made a formal promise not to use military force over the island.
After considering the situation, the country decided to keep its treaty promise, and did not send its military forces to take control of the island.",llm_prompts,"We will describe a situation countries have faced many times and will probably face again. This is a general situation, and is not about a specific country or region in the news today.
Countries often make promises to each other across a variety of issues. Sometimes they keep their promises, and sometimes they do not.
When considering new policies, some American officials think we should focus on a country’s past actions, while other officials think we should focus more on current conditions. After describing the situation, please tell us what you think about a few policy options.",
